,variable,mapped_id,description,calculation,index,map
669,completion.title_iv.high_inc.still_enrolled_by.3yrs,HI_INC_ENRL_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 3 years",,,
670,completion.title_iv.high_inc.transf_still_enrolled_4yr_by.3yrs,HI_INC_ENRL_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 3 years",,,
671,completion.title_iv.high_inc.transf_still_enrolled_2yr_by.3yrs,HI_INC_ENRL_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 3 years",,,
672,completion.title_iv.high_inc.unknown_by.3yrs,HI_INC_UNKN_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 3 years at original institution",,,
673,completion.title_iv.high_inc.transf_unknown_4yr_by.3yrs,HI_INC_UNKN_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 3 years",,,
674,completion.title_iv.high_inc.transf_unknown_2yr_by.3yrs,HI_INC_UNKN_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 3 years",,,
675,completion.title_iv.depend.died_by.3yrs,DEP_DEATH_YR3_RT,Percent of dependent students who died within 3 years at original institution,,,
676,completion.title_iv.depend.completed_by.3yrs,DEP_COMP_ORIG_YR3_RT,Percent of dependent students who completed within 3 years at original institution,,,
677,completion.title_iv.depend.transf_completed_4yr_by.3yrs,DEP_COMP_4YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 4-year institution and completed within 3 years,,,
678,completion.title_iv.depend.transf_completed_2yr_by.3yrs,DEP_COMP_2YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 2-year institution and completed within 3 years,,,
679,completion.title_iv.depend.withdrawn_by.3yrs,DEP_WDRAW_ORIG_YR3_RT,Percent of dependent students withdrawn from original institution within 3 years,,,
680,completion.title_iv.depend.transf_withdrawn_4yr_by.3yrs,DEP_WDRAW_4YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 4-year institution and withdrew within 3 years,,,
681,completion.title_iv.depend.transf_withdrawn_2yr_by.3yrs,DEP_WDRAW_2YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 2-year institution and withdrew within 3 years,,,
682,completion.title_iv.depend.still_enrolled_by.3yrs,DEP_ENRL_ORIG_YR3_RT,Percent of dependent students who were still enrolled at original institution within 3 years,,,
683,completion.title_iv.depend.transf_still_enrolled_4yr_by.3yrs,DEP_ENRL_4YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 4-year institution and were still enrolled within 3 years,,,
684,completion.title_iv.depend.transf_still_enrolled_2yr_by.3yrs,DEP_ENRL_2YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 2-year institution and were still enrolled within 3 years,,,
685,completion.title_iv.depend.unknown_by.3yrs,DEP_UNKN_ORIG_YR3_RT,Percent of dependent students with status unknown within 3 years at original institution,,,
686,completion.title_iv.depend.transf_unknown_4yr_by.3yrs,DEP_UNKN_4YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 4-year institution and whose status is unknown within 3 years,,,
687,completion.title_iv.depend.transf_unknown_2yr_by.3yrs,DEP_UNKN_2YR_TRANS_YR3_RT,Percent of dependent students who transferred to a 2-year institution and whose status is unknown within 3 years,,,
688,completion.title_iv.independ.died_by.3yrs,IND_DEATH_YR3_RT,Percent of independent students who died within 3 years at original institution,,,
689,completion.title_iv.independ.completed_by.3yrs,IND_COMP_ORIG_YR3_RT,Percent of independent students who completed within 3 years at original institution,,,
690,completion.title_iv.independ.transf_completed_4yr_by.3yrs,IND_COMP_4YR_TRANS_YR3_RT,Percent of independent students who transferred to a 4-year institution and completed within 3 years,,,
691,completion.title_iv.independ.transf_completed_2yr_by.3yrs,IND_COMP_2YR_TRANS_YR3_RT,Percent of independent students who transferred to a 2-year institution and completed within 3 years,,,
692,completion.title_iv.independ.withdrawn_by.3yrs,IND_WDRAW_ORIG_YR3_RT,Percent of independent students withdrawn from original institution within 3 years,,,
693,completion.title_iv.independ.transf_withdrawn_4yr_by.3yrs,IND_WDRAW_4YR_TRANS_YR3_RT,Percent of independent students who transferred to a 4-year institution and withdrew within 3 years,,,
694,completion.title_iv.independ.transf_withdrawn_2yr_by.3yrs,IND_WDRAW_2YR_TRANS_YR3_RT,Percent of independent students who transferred to a 2-year institution and withdrew within 3 years,,,
695,completion.title_iv.independ.still_enrolled_by.3yrs,IND_ENRL_ORIG_YR3_RT,Percent of independent students who were still enrolled at original institution within 3 years,,,
696,completion.title_iv.independ.transf_still_enrolled_4yr_by.3yrs,IND_ENRL_4YR_TRANS_YR3_RT,Percent of independent students who transferred to a 4-year institution and were still enrolled within 3 years,,,
697,completion.title_iv.independ.transf_still_enrolled_2yr_by.3yrs,IND_ENRL_2YR_TRANS_YR3_RT,Percent of independent students who transferred to a 2-year institution and were still enrolled within 3 years,,,
698,completion.title_iv.independ.unknown_by.3yrs,IND_UNKN_ORIG_YR3_RT,Percent of independent students with status unknown within 3 years at original institution,,,
699,completion.title_iv.independ.transf_unknown_4yr_by.3yrs,IND_UNKN_4YR_TRANS_YR3_RT,Percent of independent students who transferred to a 4-year institution and whose status is unknown within 3 years,,,
700,completion.title_iv.independ.transf_unknown_2yr_by.3yrs,IND_UNKN_2YR_TRANS_YR3_RT,Percent of independent students who transferred to a 2-year institution and whose status is unknown within 3 years,,,
701,completion.title_iv.female.died_by.3yrs,FEMALE_DEATH_YR3_RT,Percent of female students who died within 3 years at original institution,,,
702,completion.title_iv.female.completed_by.3yrs,FEMALE_COMP_ORIG_YR3_RT,Percent of female students who completed within 3 years at original institution,,,
703,completion.title_iv.female.transf_completed_4yr_by.3yrs,FEMALE_COMP_4YR_TRANS_YR3_RT,Percent of female students who transferred to a 4-year institution and completed within 3 years,,,
704,completion.title_iv.female.transf_completed_2yr_by.3yrs,FEMALE_COMP_2YR_TRANS_YR3_RT,Percent of female students who transferred to a 2-year institution and completed within 3 years,,,
705,completion.title_iv.female.withdrawn_by.3yrs,FEMALE_WDRAW_ORIG_YR3_RT,Percent of female students withdrawn from original institution within 3 years,,,
706,completion.title_iv.female.transf_withdrawn_4yr_by.3yrs,FEMALE_WDRAW_4YR_TRANS_YR3_RT,Percent of female students who transferred to a 4-year institution and withdrew within 3 years,,,
707,completion.title_iv.female.transf_withdrawn_2yr_by.3yrs,FEMALE_WDRAW_2YR_TRANS_YR3_RT,Percent of female students who transferred to a 2-year institution and withdrew within 3 years,,,
708,completion.title_iv.female.still_enrolled_by.3yrs,FEMALE_ENRL_ORIG_YR3_RT,Percent of female students who were still enrolled at original institution within 3 years,,,
709,completion.title_iv.female.transf_still_enrolled_4yr_by.3yrs,FEMALE_ENRL_4YR_TRANS_YR3_RT,Percent of female students who transferred to a 4-year institution and were still enrolled within 3 years,,,
710,completion.title_iv.female.transf_still_enrolled_2yr_by.3yrs,FEMALE_ENRL_2YR_TRANS_YR3_RT,Percent of female students who transferred to a 2-year institution and were still enrolled within 3 years,,,
711,completion.title_iv.female.unknown_by.3yrs,FEMALE_UNKN_ORIG_YR3_RT,Percent of female students with status unknown within 3 years at original institution,,,
712,completion.title_iv.female.transf_unknown_4yr_by.3yrs,FEMALE_UNKN_4YR_TRANS_YR3_RT,Percent of female students who transferred to a 4-year institution and whose status is unknown within 3 years,,,
713,completion.title_iv.female.transf_unknown_2yr_by.3yrs,FEMALE_UNKN_2YR_TRANS_YR3_RT,Percent of female students who transferred to a 2-year institution and whose status is unknown within 3 years,,,
714,completion.title_iv.male.died_by.3yrs,MALE_DEATH_YR3_RT,Percent of male students who died within 3 years at original institution,,,
715,completion.title_iv.male.completed_by.3yrs,MALE_COMP_ORIG_YR3_RT,Percent of male students who completed within 3 years at original institution,,,
716,completion.title_iv.male.transf_completed_4yr_by.3yrs,MALE_COMP_4YR_TRANS_YR3_RT,Percent of male students who transferred to a 4-year institution and completed within 3 years,,,
717,completion.title_iv.male.transf_completed_2yr_by.3yrs,MALE_COMP_2YR_TRANS_YR3_RT,Percent of male students who transferred to a 2-year institution and completed within 3 years,,,
718,completion.title_iv.male.withdrawn_by.3yrs,MALE_WDRAW_ORIG_YR3_RT,Percent of male students withdrawn from original institution within 3 years,,,
719,completion.title_iv.male.transf_withdrawn_4yr_by.3yrs,MALE_WDRAW_4YR_TRANS_YR3_RT,Percent of male students who transferred to a 4-year institution and withdrew within 3 years,,,
720,completion.title_iv.male.transf_withdrawn_2yr_by.3yrs,MALE_WDRAW_2YR_TRANS_YR3_RT,Percent of male students who transferred to a 2-year institution and withdrew within 3 years,,,
721,completion.title_iv.male.still_enrolled_by.3yrs,MALE_ENRL_ORIG_YR3_RT,Percent of male students who were still enrolled at original institution within 3 years,,,
722,completion.title_iv.male.transf_still_enrolled_4yr_by.3yrs,MALE_ENRL_4YR_TRANS_YR3_RT,Percent of male students who transferred to a 4-year institution and were still enrolled within 3 years,,,
723,completion.title_iv.male.transf_still_enrolled_2yr_by.3yrs,MALE_ENRL_2YR_TRANS_YR3_RT,Percent of male students who transferred to a 2-year institution and were still enrolled within 3 years,,,
724,completion.title_iv.male.unknown_by.3yrs,MALE_UNKN_ORIG_YR3_RT,Percent of male students with status unknown within 3 years at original institution,,,
725,completion.title_iv.male.transf_unknown_4yr_by.3yrs,MALE_UNKN_4YR_TRANS_YR3_RT,Percent of male students who transferred to a 4-year institution and whose status is unknown within 3 years,,,
726,completion.title_iv.male.transf_unknown_2yr_by.3yrs,MALE_UNKN_2YR_TRANS_YR3_RT,Percent of male students who transferred to a 2-year institution and whose status is unknown within 3 years,,,
727,completion.title_iv.pell_recip.died_by.3yrs,PELL_DEATH_YR3_RT,Percent of students who received a Pell Grant at the institution and who died within 3 years at original institution,,,
728,completion.title_iv.pell_recip.completed_by.3yrs,PELL_COMP_ORIG_YR3_RT,Percent of students who received a Pell Grant at the institution and who completed in 3 years at original institution,,,
729,completion.title_iv.pell_recip.transf_completed_4yr_by.3yrs,PELL_COMP_4YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 3 years,,,
730,completion.title_iv.pell_recip.transf_completed_2yr_by.3yrs,PELL_COMP_2YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 3 years,,,
731,completion.title_iv.pell_recip.withdrawn_by.3yrs,PELL_WDRAW_ORIG_YR3_RT,Percent of students who received a Pell Grant at the institution and withdrew from original institution within 3 years,,,
732,completion.title_iv.pell_recip.transf_withdrawn_4yr_by.3yrs,PELL_WDRAW_4YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 3 years,,,
733,completion.title_iv.pell_recip.transf_withdrawn_2yr_by.3yrs,PELL_WDRAW_2YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 3 years,,,
734,completion.title_iv.pell_recip.still_enrolled_by.3yrs,PELL_ENRL_ORIG_YR3_RT,Percent of students who received a Pell Grant at the institution and who were still enrolled at original institution within 3 years,,,
735,completion.title_iv.pell_recip.transf_still_enrolled_4yr_by.3yrs,PELL_ENRL_4YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,,,
736,completion.title_iv.pell_recip.transf_still_enrolled_2yr_by.3yrs,PELL_ENRL_2YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,,,
737,completion.title_iv.pell_recip.unknown_by.3yrs,PELL_UNKN_ORIG_YR3_RT,Percent of students who received a Pell Grant at the institution and with status unknown within 3 years at original institution,,,
738,completion.title_iv.pell_recip.transf_unknown_4yr_by.3yrs,PELL_UNKN_4YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,,,
739,completion.title_iv.pell_recip.transf_unknown_2yr_by.3yrs,PELL_UNKN_2YR_TRANS_YR3_RT,Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,,,
